"69","69","BATTER P/MILANESA C/HUEVO  x 1 kg ","BATTER P/MILANESA C/HUEVO  x 1 kg ","no","500","340","0","340","340","123456789","9","1","no","no"," 20210101000101","20210101000101"
"70","70","BONDIOLA LUVIANKA  x Kg","BONDIOLA LUVIANKA  x Kg","no","500","940","0","940","940","123456789","2","1","no","no"," 20210101000101","20210101000101"
"71","71","CACAO AMARGO MAYANA x 1 kg","CACAO AMARGO MAYANA x 1 kg","no","500","450","0","450","450","123456789","5","1","no","no"," 20210101000101","20210101000101"
"72","72","CACAO AMARGO x 1 kg","CACAO AMARGO x 1 kg","no","500","550","0","550","550","123456789","5","1","no","no"," 20210101000101","20210101000101"
"73","73","CALDO DE POLLO x 1 kg","CALDO DE POLLO x 1 kg","no","500","680","0","680","680","123456789","7","1","no","no"," 20210101000101","20210101000101"
"74","74","CALDO DE VERDURA x 1 kg","CALDO DE VERDURA x 1 kg","no","500","680","0","680","680","123456789","7","1","no","no"," 20210101000101","20210101000101"
"75","75","CALDO GRANULADO DE CARNE SAFRA x 700 GR","CALDO GRANULADO DE CARNE SAFRA x 700 GR","no","500","480","0","480","480","123456789","7","1","no","no"," 20210101000101","20210101000101"
"76","76","CANELA MOLIDA x 1Kg","CANELA MOLIDA x 1Kg","no","500","735","0","735","735","123456789","4","1","no","no"," 20210101000101","20210101000101"
"77","77","CARAMELO LIQUIDO x 125 kg ","CARAMELO LIQUIDO x 125 kg ","no","500","300","0","300","300","123456789","5","1","no","no"," 20210101000101","20210101000101"
"78","78","CEBOLLA DESHIDRATADA x 1 Kg","CEBOLLA DESHIDRATADA x 1 Kg","no","500","700","0","700","700","123456789","7","1","no","no"," 20210101000101","20210101000101"
"79","79","CEBOLLA EN POLBO x 1 Kg","CEBOLLA EN POLBO x 1 Kg","no","500","360","0","360","360","123456789","4","1","no","no"," 20210101000101","20210101000101"
"80","80","CHAMPIGÑON X 440 g ","CHAMPIGÑON X 440 g ","no","500","150","0","150","150","123456789","7","1","no","no"," 20210101000101","20210101000101"
"81","81","CHAMPIGÑON x 800 g","CHAMPIGÑON x 800 g","no","500","275","0","275","275","123456789","7","1","no","no"," 20210101000101","20210101000101"
"82","82","CHEDDAR FETEADO DOÑA AURORA","CHEDDAR FETEADO DOÑA AURORA","no","500","850","0","850","850","123456789","2","1","no","no"," 20210101000101","20210101000101"
"83","83","CHIMICHURRI x 1 kg","CHIMICHURRI x 1 kg","no","500","520","0","520","520","123456789","4","1","no","no"," 20210101000101","20210101000101"
