"100","100","BATTER P/MILANESA C/HUEVO  x 5 kg ","BATTER P/MILANESA C/HUEVO  x 5 kg ","no","100","1","0","2180","1","123456888","1","1","no","no","1","no","20210101000101","20210101000101"
"101","101","CALDO DE POLLO x 1 kg","CALDO DE POLLO x 1 kg","no","100","1","0","795","1","123456889","1","1","no","no","1","no","20210101000101","20210101000101"
"102","102","CALDO DE VERDURA x 1 kg","CALDO DE VERDURA x 1 kg","no","100","1","0","795","1","123456890","1","1","no","no","1","no","20210101000101","20210101000101"
"103","103","CALDO Granulado CARNE / VERDURA SAFRA x 700 GR","CALDO Granulado CARNE / VERDURA SAFRA x 700 GR","no","100","1","0","730","1","123456891","1","1","no","no","1","no","20210101000101","20210101000101"
"104","104","CEBOLLA EN ESCAMAS ","CEBOLLA EN ESCAMAS ","no","100","1","0","600","1","123456892","1","1","no","no","1","no","20210101000101","20210101000101"
"105","105","CHIMICHURRI x 1 kg","CHIMICHURRI x 1 kg","no","100","1","0","650","1","123456893","1","1","no","no","1","no","20210101000101","20210101000101"
"106","106","COMINO x 1 kg ","COMINO x 1 kg ","no","100","1","0","750","1","123456894","1","1","no","no","1","no","20210101000101","20210101000101"
"107","107","COND. HAMBURGUESA  x 1kg","COND. HAMBURGUESA  x 1kg","no","100","1","0","390","1","123456895","1","1","no","no","1","no","20210101000101","20210101000101"
"108","108","CONDIMENTO P / ARROZ x 1 kg","CONDIMENTO P / ARROZ x 1 kg","no","100","1","0","420","1","123456896","1","1","no","no","1","no","20210101000101","20210101000101"
"109","109","CONDIMENTO P / MILANESA x 1 kg","CONDIMENTO P / MILANESA x 1 kg","no","100","1","0","640","1","123456897","1","1","no","no","1","no","20210101000101","20210101000101"
"110","110","CONDIMENTO P. RAVIOLES ","CONDIMENTO P. RAVIOLES ","no","100","1","0","600","1","123456898","1","1","no","no","1","no","20210101000101","20210101000101"
"111","111","CURCUMA x 1 kg","CURCUMA x 1 kg","no","100","1","0","580","1","123456899","1","1","no","no","1","no","20210101000101","20210101000101"
"112","112","CEBOLLA EN POLVO  x 1 kg","CEBOLLA EN POLVO  x 1 kg","no","100","1","0","980","1","123456900","1","1","no","no","1","no","20210101000101","20210101000101"
"113","113","CURRY x 1 kg","CURRY x 1 kg","no","100","1","0","500","1","123456901","1","1","no","no","1","no","20210101000101","20210101000101"
"114","114","ESPECIAS SURTIDAS x 1 kg","ESPECIAS SURTIDAS x 1 kg","no","100","1","0","580","1","123456902","1","1","no","no","1","no","20210101000101","20210101000101"
"115","115","AROS DE CEBOLLA  x 1 kg ","AROS DE CEBOLLA  x 1 kg ","no","100","1","0","850","1","123456903","1","1","no","no","1","no","20210101000101","20210101000101"
"116","116","BASTON MUZZARELLA x 2 kg","BASTON MUZZARELLA x 2 kg","no","100","1","0","2250","1","123456904","1","1","no","no","1","no","20210101000101","20210101000101"
